comment_id,comment_time,comment_text,user_id,latitude,longitude
220,1595877181, Канализация (сероводород).  Сладковатый запах (фенол). ,197,54.6301470622874,39.766892168885
221,1595877189, Канализация (сероводород). ,32,54.6011503094638,39.821812883907
222,1595877206, Канализация (сероводород). ,198,54.6053726361669,39.8051071544563
223,1595877296, Тухлая капуста.  Сладковатый запах (фенол). ,149,54.6100244836653,39.8372229492989
224,1595877578, Тухлая капуста.  Канализация (сероводород).  Сладковатый запах (фенол). ,204,54.6106016213682,39.7939032061221
225,1595877690, Сладковатый запах (фенол).  Канализация (сероводород).  Гарь. ,202,54.6082473947281,39.7950996169165
226,1595877807, Запах фекалий. ,109,54.6022881969733,39.7951247865974
227,1595877837, Канализация (сероводород). ,208,54.6012459183735,39.8137019679024
228,1595877893," Мазут, нефтепродукты. ",206,54.6017812924646,39.8282363502911
229,1595877935, Канализация (сероводород). ,210,54.6028713597354,39.8327666224742
230,1595878007, Канализация (сероводород).  Сладковатый запах (фенол). ,211,54.6102823650792,39.7937559709831
231,1595878011," Мазут, нефтепродукты.  Гарь.  Выхлопные газы. ",209,54.6175079933159,39.6969227714972
232,1595878436, Тухлая капуста.  Канализация (сероводород).  Сладковатый запах (фенол). ,212,54.5965675161591,39.8251303691409
233,1595878509, Тухлая капуста.  Канализация (сероводород).  навозом. ,213,54.6102573572038,39.7564728109894
234,1595878551," Газ.  Тухлая капуста.  Мазут, нефтепродукты. ",217,54.5977309238191,39.8355786229886
235,1595878696, Тухлая капуста. ,220,54.644001713501,39.7417784003906
236,1595878727," Газ.  Мазут, нефтепродукты.  Канализация (сероводород). ",221,54.6039865259382,39.8312322711136
237,1595878735, Выхлопные газы.  Сера. ,215,54.6085552631353,39.8155468894173
238,1595878827, Гарь.  Сера. ,218,54.6029680308407,39.7088540485507
239,1595878943, Запах ж/д.  Гарь. ,222,54.634991604672,39.7187936090679
240,1595879117," Газ.  Мазут, нефтепродукты.  Выхлопные газы. ",223,54.6253447724321,39.7320413648305
241,1595879541, Канализация (сероводород). ,227,54.603958519812,39.8070548874598
242,1595879581, Сладковатый запах (фенол).  Тухлая капуста. ,228,54.6072100708081,39.8172153309572
243,1595879684, Канализация (сероводород).  Тухлая капуста.  Сера. ,229,54.6139858844708,39.7903279257084
244,1595879762, Тухлая капуста.  Газ.  Сера. ,231,54.6153728049595,39.7181194058464
245,1595879797, Тухлая капуста. ,230,54.5890214580191,39.9271512298278
